Method,Parameter Types,Param Sizes,Total Param Size
pt.ist.socialsoftware.edition.virtual.domain.Taxonomy_Base.set$categories(pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper) : void,['pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper'],[16],16
pt.ist.socialsoftware.edition.text.domain.Citation.role$$awareAnnotation,[],[],0
java.lang.RuntimeException.RuntimeException(),[],[],0
java.lang.Object.Object(),[],[],0
pt.ist.socialsoftware.edition.text.domain.ManuscriptSource_Base.getDimensions(): java.util.Set,[],[],0
pt.ist.fenixframework.DomainMetaClass_Base$DomainMetaSuperclassDomainMetaSubclasses.static {},[],[],0
org.springframework.social.connect.ConnectionSignUp.execute(org.springframework.social.connect.Connection): java.lang.String,['org.springframework.social.connect.Connection'],[16],16
pt.ist.socialsoftware.edition.text.domain.Rend_Base.setText(pt.ist.socialsoftware.edition.text.domain.TextPortion): void,['pt.ist.socialsoftware.edition.text.domain.TextPortion'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.Section_Base.getSubSectionsCount() : int,[],[],0
pt.ist.socialsoftware.edition.text.domain.TextModule.getRelationDomainRootHasTextModule(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.user.FeUserRequiresInterface.getUser(java.lang.String): pt.ist.socialsoftware.edition.user.api.dto.UserDto,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.virtual.domain.Taxonomy_Base.setEdition(pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition): void,['pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition'],[16],16
"pt.ist.socialsoftware.edition.ldod.frontend.user.session.SessionRequiresInterface.removeSelectedByUser(java.lang.String, java.lang.String) : void","['java.lang.String', 'java.lang.String']","[24, 24]",48
pt.ist.socialsoftware.edition.text.domain.Surface_Base.get$oidFacsimile(): java.lang.Long,[],[],0
"pt.ist.socialsoftware.edition.game.domain.ClassificationGameParticipant_Base$2.setValue(pt.ist.fenixframework.DomainObject, pt.ist.fenixframework.DomainObject): void","['pt.ist.fenixframework.DomainObject', 'pt.ist.fenixframework.DomainObject']","[16, 16]",32
pt.ist.socialsoftware.edition.text.domain.TypeNote_Base$ManuscriptSourceHasTypeNote.static {},[],[],0
pt.ist.fenixframework.DomainRoot_Base.getInstallationData() : pt.ist.fenixframework.data.InstallationData,[],[],0
"org.springframework.social.connect.ConnectionData.ConnectionData(java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.String, java.lang.Long)","['java.lang.String', 'java.lang.String', 'java.lang.String', 'java.lang.String', 'java.lang.String', 'java.lang.String', 'java.lang.String', 'java.lang.String', 'java.lang.Long']","[24, 24, 24, 24, 24, 24, 24, 24, 24]",216
pt.ist.socialsoftware.edition.text.domain.PrintedSource_Base$DO_State.title,[],[],0
pt.ist.socialsoftware.edition.text.domain.Facsimile_Base$DO_State.source,[],[],0
pt.ist.socialsoftware.edition.text.domain.UnclearText_Base.checkDisconnected(): void,[],[],0
pt.ist.socialsoftware.edition.text.domain.DelText_Base.initInstance(): void,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.VirtualEditionInter_Base.getTagSet() : java.util.Set,[],[],0
pt.ist.socialsoftware.edition.recommendation.domain.RecommendationWeights_Base.get$oidRecommendationModule(): java.lang.Long,[],[],0
pt.ist.socialsoftware.edition.text.domain.Source_Base.setIdno(java.lang.String) : void,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.virtual.domain.HumanAnnotation_Base$1.getSet(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.dml.runtime.RelationBaseSet,['pt.ist.fenixframework.DomainObject'],[16],16
pt.ist.socialsoftware.edition.user.domain.RegistrationToken_Base.role$$user,[],[],0
pt.ist.socialsoftware.edition.user.domain.UserModule_Base.role$$root,[],[],0
pt.ist.socialsoftware.edition.text.domain.TextModule_Base$5.getInverseRole(): pt.ist.fenixframework.dml.runtime.Role,[],[],0
pt.ist.socialsoftware.edition.game.domain.ClassificationGame_Base$1.ClassificationGame_Base$1(),[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.user.FeUserRequiresInterface.exportXMLUsers() : java.lang.String,[],[],0
pt.ist.socialsoftware.edition.game.domain.ClassificationGameParticipant.getRelationClassificationGameParticipantInGame(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.utils.ui.UiInterface.logger,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.Tweet_Base.getRelationTwitterCitationHasTweets(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.utils.controller.LdoDErrorController.getErrorPath() : java.lang.String,[],[],0
pt.ist.socialsoftware.edition.text.domain.ExpertEditionInter_Base.static {},[],[],0
pt.ist.socialsoftware.edition.text.domain.TextPortion_Base$4.getValue(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.DomainObject,['pt.ist.fenixframework.DomainObject'],[16],16
"pt.ist.socialsoftware.edition.ldod.frontend.game.validator.ClassificationGameValidator.ClassificationGameValidator(java.lang.String, java.lang.String)","['java.lang.String', 'java.lang.String']","[24, 24]",48
pt.ist.socialsoftware.edition.text.domain.TextPortion_Base$TextPortionContainsFirstTextPortion.static {},[],[],0
pt.ist.socialsoftware.edition.user.domain.RegistrationToken_Base.getRelationUserHasRegistrationToken() : pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.recommendation.domain.RecommendationModule_Base.get$obj$state(boolean): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State,['boolean'],[1],1
"pt.ist.socialsoftware.edition.text.domain.ScholarEdition_Base.set$xmlId(java.lang.String, pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State): void","['java.lang.String', 'pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State']","[24, 16]",40
pt.ist.socialsoftware.edition.text.domain.NoteText_Base.init$Instance(boolean): void,['boolean'],[1],1
"pt.ist.socialsoftware.edition.text.domain.Dimensions_Base.access$100(pt.ist.socialsoftware.edition.text.domain.Dimensions_Base, boolean): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State","['pt.ist.socialsoftware.edition.text.domain.Dimensions_Base', 'boolean']","[16, 1]",17
pt.ist.socialsoftware.edition.text.domain.TextModule_Base.getRelationTextHasHeteronyms(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.user.dto.LdoDUserViewDto.setEnabled(boolean) : void,['boolean'],[1],1
pt.ist.socialsoftware.edition.ldod.frontend.user.forms.EditUserForm.getNewUsername(): java.lang.String,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.SelectedBy_Base.initInstance(): void,[],[],0
pt.ist.socialsoftware.edition.text.domain.AnnexNote_Base.get$number(): int,[],[],0
pt.ist.socialsoftware.edition.text.domain.AltTextWeight_Base.getWeight(): double,[],[],0
"pt.ist.socialsoftware.edition.ldod.frontend.domain.Option_Base.access$100(pt.ist.socialsoftware.edition.ldod.frontend.domain.Option_Base, boolean): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State","['pt.ist.socialsoftware.edition.ldod.frontend.domain.Option_Base', 'boolean']","[16, 1]",17
pt.ist.fenixframework.consistencyPredicates.PublicConsistencyPredicate_Base.PublicConsistencyPredicate_Base(),[],[],0
java.io.InputStreamReader.InputStreamReader(java.io.InputStream),['java.io.InputStream'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition_Base.getVirtualModule4Virtual(): pt.ist.socialsoftware.edition.virtual.domain.VirtualModule,[],[],0
"pt.ist.socialsoftware.edition.ldod.frontend.user.security.SigninUtils.signin(org.springframework.web.context.request.WebRequest, pt.ist.socialsoftware.edition.user.api.dto.UserDto) : void","['org.springframework.web.context.request.WebRequest', 'pt.ist.socialsoftware.edition.user.api.dto.UserDto']","[16, 16]",32
pt.ist.socialsoftware.edition.ldod.frontend.utils.LdoDEditVirtualEditionException.getErrors(): java.util.List,[],[],0
pt.ist.socialsoftware.edition.game.domain.ClassificationGameRound_Base.get$tag(): java.lang.String,[],[],0
java.lang.String.isEmpty(): boolean,[],[],0
pt.ist.fenixframework.data.InstallationData_Base.get$moduleData(): java.lang.String,[],[],0
"pt.ist.socialsoftware.edition.virtual.domain.Range_Base.access$100(pt.ist.socialsoftware.edition.virtual.domain.Range_Base, boolean): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State","['pt.ist.socialsoftware.edition.virtual.domain.Range_Base', 'boolean']","[16, 1]",17
pt.ist.socialsoftware.edition.ldod.frontend.domain.EditionModule_Base.getRelationEditionModuleHasUiComponent(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.recommendation.api.RecommendationProvidesInterface.loadRecommendationCache(): void,[],[],0
pt.ist.socialsoftware.edition.text.domain.HandNote_Base.setManuscript(pt.ist.socialsoftware.edition.text.domain.ManuscriptSource): void,['pt.ist.socialsoftware.edition.text.domain.ManuscriptSource'],[16],16
pt.ist.socialsoftware.edition.text.domain.ManuscriptSource_Base.getDimensionsCount(): int,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.config.WebSecurityConfig.WebSecurityConfig(),[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.config.MvcConfig.configureDefaultServletHandling(org.springframework.web.servlet.config.annotation.DefaultServletHandlerConfigurer) : void,['org.springframework.web.servlet.config.annotation.DefaultServletHandlerConfigurer'],[16],16
pt.ist.socialsoftware.edition.game.domain.ClassificationModule_Base.get$oidRoot(): java.lang.Long,[],[],0
"pt.ist.fenixframework.backend.jvstmojb.repository.ResultSetReader.readint(java.sql.ResultSet, java.lang.String): int","['java.sql.ResultSet', 'java.lang.String']","[16, 24]",40
pt.ist.fenixframework.adt.bplustree.AbstractNode_Base$1.getInverseRole(): pt.ist.fenixframework.dml.runtime.Role,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.domain.Menu_Base.removeOption(pt.ist.socialsoftware.edition.ldod.frontend.domain.Option): void,['pt.ist.socialsoftware.edition.ldod.frontend.domain.Option'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.text.FragmentController.logger,[],[],0
"pt.ist.socialsoftware.edition.text.domain.AnnexNote_Base.access$000(pt.ist.socialsoftware.edition.text.domain.AnnexNote_Base, boolean): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State","['pt.ist.socialsoftware.edition.text.domain.AnnexNote_Base', 'boolean']","[16, 1]",17
pt.ist.socialsoftware.edition.user.domain.UserModule_Base.addRoles(pt.ist.socialsoftware.edition.user.domain.Role): void,['pt.ist.socialsoftware.edition.user.domain.Role'],[16],16
"pt.ist.socialsoftware.edition.virtual.domain.Annotation_Base.set$user(java.lang.String, pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State): void","['java.lang.String', 'pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State']","[24, 16]",40
pt.ist.fenixframework.consistencyPredicates.DomainConsistencyPredicate_Base$2.getValue(pt.ist.fenixframework.consistencyPredicates.DomainConsistencyPredicate): pt.ist.fenixframework.DomainMetaClass,['pt.ist.fenixframework.consistencyPredicates.DomainConsistencyPredicate'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.Tag_Base$3.getValue(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.DomainObject,['pt.ist.fenixframework.DomainObject'],[16],16
pt.ist.fenixframework.adt.bplustree.BPlusTree_Base$1.getValue(pt.ist.fenixframework.DomainObject): pt.ist.fenixframework.DomainObject,['pt.ist.fenixframework.DomainObject'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.AwareAnnotation_Base$DO_State.copyTo(pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State): void,['pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State'],[16],16
pt.ist.fenixframework.data.InstallationData_Base$1.InstallationData_Base$1(),[],[],0
pt.ist.fenixframework.consistencyPredicates.DomainDependenceRecord_Base$DependedDomainMetaObjectsDependingDependenceRecords.DomainDependenceRecord_Base$DependedDomainMetaObjectsDependingDependenceRecords(),[],[],0
org.springframework.security.core.userdetails.UserDetails.getAuthorities(): java.util.Collection,[],[],0
pt.ist.fenixframework.ValueTypeSerializer.serialize$GenericTreeMap(java.util.TreeMap) : java.io.Serializable,['java.util.TreeMap'],[48],48
"pt.ist.socialsoftware.edition.text.domain.LdoDDate_Base$1.setValue(pt.ist.fenixframework.DomainObject, pt.ist.fenixframework.DomainObject): void","['pt.ist.fenixframework.DomainObject', 'pt.ist.fenixframework.DomainObject']","[16, 16]",32
pt.ist.socialsoftware.edition.text.domain.SegText_Base$DO_State.SegText_Base$DO_State(),[],[],0
pt.ist.socialsoftware.edition.recommendation.domain.RecommendationModule_Base.getRecommendationWeights(): java.util.Set,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.virtual.VirtualAdminController.virtualRequiresInterface,[],[],0
pt.ist.socialsoftware.edition.game.domain.ClassificationModule_Base.set$classificationGame(pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper): void,['pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.domain.Option_Base.setLink(java.lang.String): void,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.text.api.TextProvidesInterface.exportAllExpertEditionTEI(): java.lang.String,[],[],0
pt.ist.socialsoftware.edition.text.domain.RdgText_Base.getRelationScholarInterHasRdgTexts(): pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.text.domain.InfoRange_Base.setText(java.lang.String) : void,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.ldod.frontend.domain.Menu_Base.initInstance(): void,[],[],0
"pt.ist.socialsoftware.edition.text.domain.TextPortion_Base$2.setValue(pt.ist.socialsoftware.edition.text.domain.TextPortion, pt.ist.socialsoftware.edition.text.domain.TextPortion): void","['pt.ist.socialsoftware.edition.text.domain.TextPortion', 'pt.ist.socialsoftware.edition.text.domain.TextPortion']","[16, 16]",32
pt.ist.socialsoftware.edition.text.domain.TextModule_Base.set$expertEditions(pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper) : void,['pt.ist.fenixframework.backend.jvstmojb.ojb.OJBFunctionalSetWrapper'],[16],16
pt.ist.socialsoftware.edition.text.domain.ManuscriptSource_Base.setForm(pt.ist.socialsoftware.edition.text.domain.ManuscriptSource$Form) : void,['pt.ist.socialsoftware.edition.text.domain.ManuscriptSource$Form'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.config.MvcConfig.addResourceHandlers(org.springframework.web.servlet.config.annotation.ResourceHandlerRegistry): void,['org.springframework.web.servlet.config.annotation.ResourceHandlerRegistry'],[16],16
pt.ist.socialsoftware.edition.ldod.frontend.user.FeUserRequiresInterface.initializeUserModule() : boolean,[],[],0
pt.ist.socialsoftware.edition.text.domain.HandNote_Base.checkMultiplicityOfManuscript(): boolean,[],[],0
pt.ist.fenixframework.consistencyPredicates.DomainConsistencyPredicate_Base.role$$inconsistentDependenceRecord,[],[],0
pt.ist.socialsoftware.edition.ldod.frontend.domain.UiComponent_Base$2.getSet(pt.ist.socialsoftware.edition.ldod.frontend.domain.UiComponent): pt.ist.fenixframework.dml.runtime.RelationBaseSet,['pt.ist.socialsoftware.edition.ldod.frontend.domain.UiComponent'],[16],16
java.util.ArrayList.add(java.lang.Object): boolean,['java.lang.Object'],[16],16
pt.ist.socialsoftware.edition.recommendation.domain.RecommendationWeights_Base.getUser() : java.lang.String,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.AwareAnnotation_Base$DO_State.citation,[],[],0
pt.ist.socialsoftware.edition.text.domain.Citation_Base.getSourceLink(): java.lang.String,[],[],0
pt.ist.socialsoftware.edition.virtual.domain.VirtualModule_Base.setAuthor(java.lang.String): void,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.game.domain.ClassificationGameRound_Base.get$$relationFor(java.lang.String): pt.ist.fenixframework.dml.runtime.Relation,['java.lang.String'],[24],24
pt.ist.socialsoftware.edition.recommendation.domain.RecommendationModule_Base.setRoot(pt.ist.fenixframework.DomainRoot): void,['pt.ist.fenixframework.DomainRoot'],[16],16
pt.ist.fenixframework.DomainMetaClass_Base.DomainMetaClass_Base(),[],[],0
"pt.ist.socialsoftware.edition.text.domain.LdoDDate_Base.access$000(pt.ist.socialsoftware.edition.text.domain.LdoDDate_Base, boolean): pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State","['pt.ist.socialsoftware.edition.text.domain.LdoDDate_Base', 'boolean']","[16, 1]",17
pt.ist.socialsoftware.edition.text.domain.Surface_Base$RefText2Surface.static {},[],[],0
"pt.ist.socialsoftware.edition.text.domain.LbText_Base.set$hyphenated(java.lang.Boolean, pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State): void","['java.lang.Boolean', 'pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State']","[16, 16]",32
pt.ist.socialsoftware.edition.text.domain.Facsimile_Base.static {},[],[],0
"pt.ist.socialsoftware.edition.text.domain.InfoRange_Base.set$startOffset(int, pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State): void","['int', 'pt.ist.fenixframework.backend.jvstmojb.pstm.OneBoxDomainObject$DO_State']","[4, 16]",20
pt.ist.socialsoftware.edition.text.domain.TextPortion_Base.setParentOfFirstText(pt.ist.socialsoftware.edition.text.domain.TextPortion) : void,['pt.ist.socialsoftware.edition.text.domain.TextPortion'],[16],16
pt.ist.socialsoftware.edition.virtual.domain.VirtualEdition_Base.getRelationVirtualEditionHasSections() : pt.ist.fenixframework.dml.runtime.DirectRelation,[],[],0
pt.ist.socialsoftware.edition.user.domain.UserConnection_Base$1.getValue(pt.ist.socialsoftware.edition.user.domain.UserConnection): pt.ist.socialsoftware.edition.user.domain.UserModule,['pt.ist.socialsoftware.edition.user.domain.UserConnection'],[16],16
